id,name,age,specialty,years_of_experience,salary
2142,John Doe2142,54,Dermatology,40,104112
2143,Laura Martinez2143,51,Neurology,28,196655
2144,James Anderson2144,33,Cardiology,28,194465
2145,Emily Johnson2145,46,Cardiology,28,123166
2146,John Doe2146,56,Neurology,35,197989
2147,Michael Brown2147,58,General Surgery,25,172773
2148,John Doe2148,53,Neurology,21,139087
2149,Jane Smith2149,35,Ophthalmology,11,97424
2150,David Wilson2150,28,Dermatology,27,118248
2151,Emily Johnson2151,28,Neurology,8,169080
2152,Emily Johnson2152,38,Neurology,20,135525
2153,John Doe2153,50,Orthopedics,24,120316
2154,James Anderson2154,43,Pediatrics,13,154868
2155,Laura Martinez2155,50,Pediatrics,24,194368
2156,James Anderson2156,60,Ophthalmology,29,102011
2157,Patricia Taylor2157,53,General Surgery,8,90734
2158,Robert Lee2158,45,General Surgery,38,88771
2159,Patricia Taylor2159,64,Dermatology,37,145589
2160,Laura Martinez2160,26,Cardiology,20,81718
2161,John Doe2161,62,Pediatrics,40,105705
2162,Jane Smith2162,41,General Surgery,4,192280
2163,David Wilson2163,63,Cardiology,6,113395
2164,Michael Brown2164,65,Neurology,28,195625
2165,Michael Brown2165,57,Dermatology,31,193537
2166,David Wilson2166,32,Dermatology,16,100711
2167,Patricia Taylor2167,40,General Surgery,9,153356
2168,Michael Brown2168,26,Orthopedics,13,133328
2169,David Wilson2169,36,Pediatrics,10,187144
2170,Patricia Taylor2170,29,Neurology,29,138257
2171,Robert Lee2171,41,Pediatrics,28,174563
2172,John Doe2172,50,Orthopedics,5,98357
2173,Robert Lee2173,42,Cardiology,30,123116
2174,John Doe2174,51,General Surgery,40,159277
2175,Patricia Taylor2175,30,Cardiology,16,111842
2176,Robert Lee2176,51,General Surgery,29,131210
2177,Sarah Davis2177,27,Neurology,28,105978
2178,Laura Martinez2178,61,Neurology,11,137683
2179,Patricia Taylor2179,36,General Surgery,14,167362
2180,David Wilson2180,43,Cardiology,35,126655
2181,Laura Martinez2181,47,General Surgery,23,101511
2182,Sarah Davis2182,45,Neurology,38,137983
2183,Jane Smith2183,58,Dermatology,14,146342
2184,John Doe2184,42,Neurology,12,98094
2185,John Doe2185,48,Neurology,30,152861
2186,Robert Lee2186,48,Neurology,13,195276
2187,James Anderson2187,49,General Surgery,22,113561
2188,David Wilson2188,47,Ophthalmology,39,138043
2189,John Doe2189,45,Pediatrics,23,85130
2190,John Doe2190,46,Orthopedics,20,140960
2191,Robert Lee2191,47,Pediatrics,5,179450
2192,James Anderson2192,63,Ophthalmology,27,144993
2193,Patricia Taylor2193,27,Orthopedics,8,119443
2194,Jane Smith2194,54,Pediatrics,22,166543
2195,Robert Lee2195,26,Dermatology,4,196507
2196,Jane Smith2196,30,Orthopedics,33,118223
2197,Laura Martinez2197,25,Dermatology,28,134857
2198,David Wilson2198,41,Neurology,32,192277
2199,Sarah Davis2199,37,Neurology,26,85461
2200,Laura Martinez2200,55,Pediatrics,11,154602
2201,Michael Brown2201,54,Pediatrics,4,182480
2202,Laura Martinez2202,57,Dermatology,7,132179
2203,Emily Johnson2203,41,Dermatology,10,146054
2204,Laura Martinez2204,35,Cardiology,10,105241
2205,Jane Smith2205,27,Pediatrics,22,177209
2206,John Doe2206,42,Dermatology,39,158638
2207,David Wilson2207,35,Neurology,24,183654
2208,Patricia Taylor2208,37,Ophthalmology,8,81185
2209,Michael Brown2209,57,Neurology,8,170232
2210,Laura Martinez2210,28,Cardiology,9,98801
2211,Laura Martinez2211,40,Orthopedics,24,107093
2212,James Anderson2212,38,Ophthalmology,11,182948
2213,Emily Johnson2213,61,Neurology,10,163044
2214,James Anderson2214,26,Dermatology,8,190539
2215,David Wilson2215,36,Pediatrics,37,80995
2216,Michael Brown2216,49,Pediatrics,29,147850
2217,Laura Martinez2217,56,Pediatrics,32,153549
2218,Jane Smith2218,58,General Surgery,34,101807
2219,Sarah Davis2219,65,Orthopedics,34,118814
2220,Jane Smith2220,43,Orthopedics,12,175122
2221,Robert Lee2221,40,Neurology,19,121552
2222,Patricia Taylor2222,61,Pediatrics,23,177814
2223,Robert Lee2223,48,Orthopedics,9,183067
2224,Jane Smith2224,26,Dermatology,38,86576
2225,Sarah Davis2225,36,General Surgery,35,117381
2226,Emily Johnson2226,63,Dermatology,24,85158
2227,Michael Brown2227,64,General Surgery,38,113879
2228,John Doe2228,39,Orthopedics,10,187500
2229,Patricia Taylor2229,26,General Surgery,28,146689
2230,Robert Lee2230,61,General Surgery,30,194707
2231,John Doe2231,61,Orthopedics,35,162202
2232,John Doe2232,33,Pediatrics,29,140320
2233,Laura Martinez2233,51,Dermatology,17,193071
2234,John Doe2234,57,Ophthalmology,15,136500
2235,Sarah Davis2235,55,Pediatrics,35,117884
2236,John Doe2236,55,Neurology,37,93493
2237,Robert Lee2237,25,General Surgery,14,104752
2238,Laura Martinez2238,57,Neurology,8,155795
2239,Laura Martinez2239,30,Orthopedics,33,136333
2240,Laura Martinez2240,59,Neurology,8,179795
2241,James Anderson2241,32,Ophthalmology,33,98134
2242,Robert Lee2242,65,Ophthalmology,37,138385
2243,David Wilson2243,35,Pediatrics,11,154486
2244,John Doe2244,27,Ophthalmology,15,103432
2245,Jane Smith2245,29,Pediatrics,29,118800
2246,Jane Smith2246,57,Pediatrics,15,182444
2247,Laura Martinez2247,35,Pediatrics,28,197931
2248,Jane Smith2248,39,Ophthalmology,1,166282
2249,David Wilson2249,60,Dermatology,40,140800
2250,Laura Martinez2250,45,Neurology,40,150753
2251,Robert Lee2251,53,Neurology,9,114082
2252,Emily Johnson2252,48,Ophthalmology,39,175632
2253,Emily Johnson2253,49,Orthopedics,21,126641
2254,Patricia Taylor2254,36,Cardiology,38,96637
2255,Robert Lee2255,49,Dermatology,38,121154
2256,Laura Martinez2256,45,Cardiology,27,184606
2257,Michael Brown2257,45,General Surgery,30,87670
2258,John Doe2258,35,Orthopedics,25,196901
2259,David Wilson2259,51,Ophthalmology,17,103502
2260,Michael Brown2260,25,Neurology,17,127101
2261,David Wilson2261,39,Dermatology,14,126931
2262,Michael Brown2262,35,Neurology,14,195595
2263,David Wilson2263,59,Orthopedics,19,137724
2264,Sarah Davis2264,59,General Surgery,15,94666
2265,David Wilson2265,29,General Surgery,17,196812
2266,Patricia Taylor2266,34,Orthopedics,35,182037
2267,Patricia Taylor2267,58,Neurology,14,95221
2268,Michael Brown2268,36,Neurology,26,104778
2269,Laura Martinez2269,28,Neurology,40,100313
2270,Robert Lee2270,25,Cardiology,21,158973
2271,Jane Smith2271,33,Cardiology,20,146448
2272,Laura Martinez2272,45,Cardiology,17,180165
2273,Sarah Davis2273,50,Ophthalmology,25,149415
2274,Patricia Taylor2274,54,Neurology,6,172724
2275,Sarah Davis2275,31,General Surgery,30,119342
2276,David Wilson2276,39,Orthopedics,22,183867
2277,Michael Brown2277,35,Orthopedics,33,149187
2278,John Doe2278,54,Orthopedics,31,82212
2279,Laura Martinez2279,38,General Surgery,38,114321
2280,Emily Johnson2280,65,Ophthalmology,13,172949
2281,Patricia Taylor2281,51,Neurology,7,181165
2282,Emily Johnson2282,42,General Surgery,12,124362
2283,Jane Smith2283,60,General Surgery,19,129146
2284,Michael Brown2284,33,Cardiology,31,83771
2285,David Wilson2285,56,Dermatology,38,117426
2286,Patricia Taylor2286,47,Neurology,10,127814
2287,John Doe2287,46,Pediatrics,7,181887
2288,Sarah Davis2288,55,Pediatrics,31,174586
2289,Michael Brown2289,27,Neurology,28,93163
2290,David Wilson2290,45,Cardiology,6,147016
2291,James Anderson2291,31,Orthopedics,31,103852
2292,John Doe2292,44,Neurology,33,103782
2293,David Wilson2293,29,Dermatology,5,107701
2294,Sarah Davis2294,35,Orthopedics,27,81762
2295,Michael Brown2295,39,Cardiology,3,168300
2296,James Anderson2296,32,General Surgery,16,107198
2297,Laura Martinez2297,56,Orthopedics,36,157332
2298,Sarah Davis2298,53,Cardiology,10,172383
2299,James Anderson2299,63,Orthopedics,8,151744
2300,Patricia Taylor2300,65,General Surgery,27,176434
2301,David Wilson2301,48,Orthopedics,34,161101
2302,Emily Johnson2302,59,Pediatrics,7,152239
2303,Patricia Taylor2303,26,Pediatrics,22,86044
2304,Jane Smith2304,38,Orthopedics,14,179411
2305,Michael Brown2305,46,Neurology,2,191015
2306,James Anderson2306,37,Neurology,18,101608
2307,John Doe2307,52,Cardiology,3,103192
2308,Michael Brown2308,48,Neurology,23,172610
2309,David Wilson2309,25,Orthopedics,19,91130
2310,Jane Smith2310,37,General Surgery,31,139480
2311,Michael Brown2311,47,Cardiology,37,134470
2312,Jane Smith2312,30,Cardiology,11,187207
2313,Emily Johnson2313,49,General Surgery,39,110441
2314,Sarah Davis2314,35,Pediatrics,9,106948
2315,Jane Smith2315,26,Pediatrics,35,141418
2316,John Doe2316,51,Dermatology,22,83818
2317,Emily Johnson2317,38,Dermatology,38,96433
2318,Robert Lee2318,43,Pediatrics,13,93287
2319,John Doe2319,46,Cardiology,33,163019
2320,Robert Lee2320,25,Pediatrics,28,185516
2321,Patricia Taylor2321,63,General Surgery,19,122244
2322,Robert Lee2322,65,Cardiology,31,127157
2323,John Doe2323,43,Orthopedics,34,132550
2324,Emily Johnson2324,28,Neurology,26,199393
2325,John Doe2325,65,Neurology,3,198091
2326,Robert Lee2326,29,Orthopedics,10,153632
2327,Patricia Taylor2327,53,Cardiology,27,92278
2328,John Doe2328,45,Neurology,24,136469
2329,Jane Smith2329,65,Dermatology,13,158311
2330,Jane Smith2330,56,Neurology,14,114360
2331,Michael Brown2331,51,Ophthalmology,2,198992
2332,Emily Johnson2332,63,General Surgery,39,135905
2333,Michael Brown2333,34,Orthopedics,14,113099
2334,Michael Brown2334,60,Neurology,23,164109
2335,Patricia Taylor2335,30,Ophthalmology,18,84854
2336,Robert Lee2336,61,Pediatrics,33,124878
2337,Emily Johnson2337,41,Cardiology,8,159433
2338,Jane Smith2338,29,Orthopedics,7,169198
2339,John Doe2339,38,Neurology,16,130681
2340,James Anderson2340,41,Neurology,35,116292
2341,David Wilson2341,60,General Surgery,38,191452
2342,Sarah Davis2342,63,Orthopedics,11,82321
2343,James Anderson2343,52,Neurology,34,106694
2344,Robert Lee2344,53,Dermatology,32,175824
2345,John Doe2345,43,Dermatology,11,154945
2346,Emily Johnson2346,48,Cardiology,21,171381
2347,David Wilson2347,46,Cardiology,37,177183
2348,Jane Smith2348,34,General Surgery,32,106087
2349,David Wilson2349,44,Ophthalmology,35,110918
2350,David Wilson2350,64,General Surgery,40,159959
2351,James Anderson2351,64,Neurology,33,170320
2352,Emily Johnson2352,33,Dermatology,14,104670
2353,Jane Smith2353,35,Ophthalmology,9,97168
2354,Laura Martinez2354,62,Ophthalmology,32,110789
2355,Emily Johnson2355,49,Cardiology,6,90127
2356,James Anderson2356,55,Cardiology,10,91419
2357,John Doe2357,58,General Surgery,5,89234
2358,David Wilson2358,39,Orthopedics,26,138043
2359,Michael Brown2359,41,Orthopedics,12,134633
2360,Emily Johnson2360,49,Ophthalmology,6,174333
2361,Sarah Davis2361,33,Cardiology,34,140290
2362,Robert Lee2362,43,Pediatrics,19,146813
2363,Robert Lee2363,39,Dermatology,8,135558
2364,Laura Martinez2364,49,Dermatology,12,122254
2365,James Anderson2365,57,Pediatrics,21,90003
2366,Laura Martinez2366,39,Neurology,23,192381
2367,Emily Johnson2367,62,Cardiology,22,151267
2368,David Wilson2368,49,Pediatrics,24,150663
2369,Emily Johnson2369,40,Orthopedics,25,185019
2370,Emily Johnson2370,65,Pediatrics,10,128926
2371,Emily Johnson2371,42,General Surgery,11,174316
2372,Laura Martinez2372,47,Cardiology,13,175001
2373,Jane Smith2373,65,Pediatrics,38,181740
2374,Jane Smith2374,65,Ophthalmology,35,188079
2375,John Doe2375,36,Orthopedics,36,88758
2376,Patricia Taylor2376,55,Ophthalmology,17,134881
2377,Michael Brown2377,59,Pediatrics,20,136843
2378,David Wilson2378,50,Orthopedics,6,99960
2379,Patricia Taylor2379,65,General Surgery,16,179017
2380,Michael Brown2380,45,Orthopedics,21,90821
2381,John Doe2381,56,Neurology,3,175701
2382,Sarah Davis2382,30,Dermatology,11,114387
2383,Emily Johnson2383,62,General Surgery,36,159941
2384,Jane Smith2384,26,Ophthalmology,3,111991
2385,Emily Johnson2385,51,Pediatrics,21,81229
2386,James Anderson2386,30,Neurology,17,159022
2387,John Doe2387,57,Dermatology,23,115888
2388,Robert Lee2388,25,Orthopedics,26,186195
2389,Robert Lee2389,41,Cardiology,35,184711
2390,John Doe2390,50,Cardiology,17,96835
2391,Emily Johnson2391,41,Cardiology,22,199423
2392,Emily Johnson2392,45,Ophthalmology,13,176806
2393,Patricia Taylor2393,30,Ophthalmology,12,89179
2394,David Wilson2394,57,Dermatology,40,123928
2395,James Anderson2395,51,General Surgery,9,84851
2396,Emily Johnson2396,52,Ophthalmology,31,191425
2397,Sarah Davis2397,46,Ophthalmology,38,94911
2398,Robert Lee2398,55,Cardiology,12,199292
2399,Robert Lee2399,27,Pediatrics,17,154789
2400,John Doe2400,25,Ophthalmology,37,108323
2401,Laura Martinez2401,32,Pediatrics,33,159932
2402,Laura Martinez2402,45,Cardiology,31,154852
2403,Laura Martinez2403,48,Neurology,18,134183
2404,Emily Johnson2404,27,Neurology,10,161324
2405,Patricia Taylor2405,63,Pediatrics,32,190209
2406,Robert Lee2406,58,Neurology,39,92494
2407,John Doe2407,43,Ophthalmology,38,148119
2408,Laura Martinez2408,55,Pediatrics,5,87599
2409,John Doe2409,58,Dermatology,24,192243
2410,Michael Brown2410,36,Neurology,40,158489
2411,Robert Lee2411,58,General Surgery,32,116089
2412,Emily Johnson2412,40,Orthopedics,12,129742
2413,Robert Lee2413,51,Ophthalmology,18,158247
2414,Sarah Davis2414,50,Neurology,2,144310
2415,Robert Lee2415,38,Pediatrics,28,126152
2416,Laura Martinez2416,34,General Surgery,20,187895
2417,Patricia Taylor2417,27,Cardiology,11,122390
2418,Laura Martinez2418,35,Orthopedics,1,173100
2419,Michael Brown2419,55,Ophthalmology,12,165690
2420,Emily Johnson2420,54,Neurology,23,176697
2421,Jane Smith2421,29,Pediatrics,25,146922
2422,Michael Brown2422,28,Cardiology,11,136164
2423,David Wilson2423,33,General Surgery,14,170139
2424,Patricia Taylor2424,28,Dermatology,37,154412
2425,Laura Martinez2425,38,Dermatology,19,85655
2426,Patricia Taylor2426,26,Cardiology,31,143320
2427,Robert Lee2427,59,Pediatrics,28,163295
2428,David Wilson2428,48,Orthopedics,21,100770
2429,Sarah Davis2429,57,Dermatology,15,131538
2430,Emily Johnson2430,29,Cardiology,40,105038
2431,Patricia Taylor2431,46,Orthopedics,33,111712
2432,Patricia Taylor2432,51,Pediatrics,14,91507
2433,Laura Martinez2433,41,Orthopedics,27,111737
2434,Patricia Taylor2434,28,Dermatology,23,106535
2435,Laura Martinez2435,63,Orthopedics,19,181085
2436,Patricia Taylor2436,55,General Surgery,23,196554
2437,Robert Lee2437,65,General Surgery,22,112204
2438,John Doe2438,47,Dermatology,8,88587
2439,Jane Smith2439,53,Dermatology,22,124805
2440,Emily Johnson2440,55,Orthopedics,6,169286
2441,James Anderson2441,44,Dermatology,32,143822
2442,Jane Smith2442,59,Neurology,10,122344
2443,James Anderson2443,30,Neurology,32,112991
2444,Emily Johnson2444,29,Cardiology,21,150195
2445,Patricia Taylor2445,27,Neurology,2,146898
2446,James Anderson2446,27,Cardiology,2,93384
2447,Emily Johnson2447,36,Neurology,37,188693
2448,Laura Martinez2448,64,Cardiology,9,93963
2449,Michael Brown2449,59,Pediatrics,23,136366
2450,David Wilson2450,36,Neurology,5,196769
2451,David Wilson2451,64,Dermatology,2,167469
2452,Jane Smith2452,52,Dermatology,19,124176
2453,Emily Johnson2453,41,Neurology,5,169616
2454,Patricia Taylor2454,53,General Surgery,2,136081
2455,John Doe2455,54,Ophthalmology,34,152367
2456,Robert Lee2456,41,General Surgery,16,196944
2457,Robert Lee2457,30,Pediatrics,30,93377
2458,Emily Johnson2458,51,Orthopedics,24,188531
2459,Emily Johnson2459,30,Ophthalmology,3,193104
2460,Sarah Davis2460,60,Dermatology,20,110364
2461,James Anderson2461,33,General Surgery,35,190877
2462,Robert Lee2462,35,Dermatology,6,198033
2463,John Doe2463,38,Pediatrics,37,125160
2464,Patricia Taylor2464,36,Cardiology,1,131517
2465,Michael Brown2465,51,Dermatology,37,147236
2466,Patricia Taylor2466,33,Dermatology,19,130174
2467,Michael Brown2467,57,Dermatology,23,167108
2468,Sarah Davis2468,31,Pediatrics,3,144106
2469,Laura Martinez2469,26,Neurology,19,179769
2470,Emily Johnson2470,45,General Surgery,26,123100
2471,Jane Smith2471,55,Dermatology,28,135266
2472,David Wilson2472,30,Neurology,27,113270
2473,Laura Martinez2473,64,Pediatrics,30,184687
2474,Laura Martinez2474,26,Orthopedics,38,198411
2475,Michael Brown2475,55,Cardiology,16,192498
2476,Sarah Davis2476,64,Dermatology,23,141924
2477,Michael Brown2477,65,Dermatology,32,199847
2478,David Wilson2478,34,Orthopedics,6,170836
2479,Robert Lee2479,54,Cardiology,25,187083
2480,Emily Johnson2480,34,Neurology,14,162136
2481,John Doe2481,65,Orthopedics,30,158025
2482,Patricia Taylor2482,54,Cardiology,17,119037
2483,Emily Johnson2483,51,General Surgery,20,134411
2484,Patricia Taylor2484,62,Dermatology,39,86229
2485,Jane Smith2485,31,Dermatology,6,95149
2486,David Wilson2486,38,Dermatology,19,94731
2487,Jane Smith2487,34,Pediatrics,11,137487
2488,Michael Brown2488,58,Neurology,30,91510
2489,Patricia Taylor2489,48,Orthopedics,1,190707
2490,Laura Martinez2490,53,Dermatology,19,88600
2491,John Doe2491,65,Cardiology,7,81554
2492,David Wilson2492,39,Cardiology,21,121886
2493,Robert Lee2493,52,General Surgery,39,116738
2494,Patricia Taylor2494,34,Neurology,14,103550
2495,Patricia Taylor2495,39,General Surgery,32,193662
2496,Sarah Davis2496,25,Ophthalmology,14,141806
2497,Jane Smith2497,45,General Surgery,37,188636
2498,John Doe2498,53,Orthopedics,33,186576
2499,John Doe2499,33,General Surgery,8,111404
2500,John Doe2500,45,Orthopedics,32,138371
2501,David Wilson2501,30,Ophthalmology,27,89722
2502,John Doe2502,61,Cardiology,28,151384
2503,Laura Martinez2503,40,General Surgery,14,193086
2504,James Anderson2504,51,Ophthalmology,20,122075
2505,Robert Lee2505,38,Pediatrics,25,169676
2506,Sarah Davis2506,28,Dermatology,23,151559
2507,Jane Smith2507,45,Orthopedics,11,134049
2508,John Doe2508,57,Dermatology,35,186053
2509,Laura Martinez2509,44,Neurology,14,158230
2510,Laura Martinez2510,49,Neurology,15,83393
2511,Patricia Taylor2511,58,Ophthalmology,25,112968
2512,John Doe2512,61,Pediatrics,25,190464
2513,John Doe2513,53,Neurology,24,122373
2514,Robert Lee2514,45,Cardiology,39,145498
2515,Laura Martinez2515,50,Dermatology,27,148658
2516,John Doe2516,52,Pediatrics,5,191699
2517,Laura Martinez2517,42,Ophthalmology,37,171734
2518,Sarah Davis2518,47,Ophthalmology,1,176689
2519,Emily Johnson2519,32,Orthopedics,9,170173
2520,Patricia Taylor2520,40,Orthopedics,4,104236
2521,James Anderson2521,49,Ophthalmology,30,127875
2522,Patricia Taylor2522,56,Dermatology,29,115882
2523,Michael Brown2523,49,Pediatrics,11,150091
2524,Jane Smith2524,53,Orthopedics,37,184175
2525,Robert Lee2525,59,Ophthalmology,19,90067
2526,Patricia Taylor2526,36,Cardiology,23,162080
2527,Patricia Taylor2527,51,Ophthalmology,6,110083
2528,Michael Brown2528,54,Dermatology,20,119157
2529,John Doe2529,26,General Surgery,34,152007
2530,John Doe2530,52,Dermatology,13,178082
2531,Robert Lee2531,53,Orthopedics,12,109453
2532,James Anderson2532,63,Neurology,6,172406
2533,Sarah Davis2533,65,Dermatology,20,91823
2534,Jane Smith2534,48,Neurology,14,158344
2535,Michael Brown2535,61,Pediatrics,28,172946
2536,Robert Lee2536,35,Pediatrics,16,80931
2537,David Wilson2537,58,Orthopedics,16,106278
